countryregion,countrycode,date,cases,death,popdata2019
Denmark,DNK,05-May-20,147,9,5806081
Denmark,DNK,06-May-20,151,7,5806081
Denmark,DNK,07-May-20,162,3,5806081
Denmark,DNK,08-May-20,100,6,5806081
Denmark,DNK,09-May-20,135,6,5806081
Denmark,DNK,10-May-20,101,4,5806081
Denmark,DNK,11-May-20,110,3,5806081
Denmark,DNK,12-May-20,84,5,5806081
Denmark,DNK,13-May-20,78,4,5806081
Denmark,DNK,14-May-20,76,6,5806081
Denmark,DNK,15-May-20,46,4,5806081
Denmark,DNK,16-May-20,78,0,5806081
Denmark,DNK,17-May-20,67,5,5806081
Denmark,DNK,18-May-20,69,4,5806081
Denmark,DNK,19-May-20,41,1,5806081
Denmark,DNK,20-May-20,76,3,5806081
Denmark,DNK,21-May-20,73,3,5806081
Denmark,DNK,22-May-20,65,7,5806081
Denmark,DNK,23-May-20,48,0,5806081
Denmark,DNK,24-May-20,59,0,5806081
Denmark,DNK,25-May-20,71,1,5806081
Denmark,DNK,26-May-20,27,1,5806081
Denmark,DNK,27-May-20,41,0,5806081
Denmark,DNK,28-May-20,52,2,5806081
Denmark,DNK,29-May-20,32,3,5806081
Denmark,DNK,30-May-20,81,0,5806081
Djibouti,DJI,19-Mar-20,1,0,973557
Djibouti,DJI,20-Mar-20,0,0,973557
Djibouti,DJI,21-Mar-20,0,0,973557
Djibouti,DJI,22-Mar-20,0,0,973557
Djibouti,DJI,23-Mar-20,0,0,973557
Djibouti,DJI,24-Mar-20,2,0,973557
Djibouti,DJI,25-Mar-20,0,0,973557
Djibouti,DJI,26-Mar-20,9,0,973557
Djibouti,DJI,27-Mar-20,0,0,973557
Djibouti,DJI,28-Mar-20,1,0,973557
Djibouti,DJI,29-Mar-20,2,0,973557
Djibouti,DJI,30-Mar-20,4,0,973557
Djibouti,DJI,31-Mar-20,7,0,973557
Djibouti,DJI,01-Apr-20,5,0,973557
Djibouti,DJI,02-Apr-20,3,0,973557
Djibouti,DJI,03-Apr-20,7,0,973557
Djibouti,DJI,04-Apr-20,0,0,973557
Djibouti,DJI,05-Apr-20,10,0,973557
Djibouti,DJI,06-Apr-20,8,0,973557
Djibouti,DJI,07-Apr-20,31,0,973557
Djibouti,DJI,08-Apr-20,31,0,973557
Djibouti,DJI,09-Apr-20,14,0,973557
Djibouti,DJI,10-Apr-20,5,1,973557
Djibouti,DJI,11-Apr-20,10,0,973557
Djibouti,DJI,12-Apr-20,37,1,973557
Djibouti,DJI,13-Apr-20,27,0,973557
Djibouti,DJI,14-Apr-20,84,0,973557
Djibouti,DJI,15-Apr-20,65,0,973557
Djibouti,DJI,16-Apr-20,72,0,973557
Djibouti,DJI,17-Apr-20,156,0,973557
Djibouti,DJI,18-Apr-20,141,0,973557
Djibouti,DJI,19-Apr-20,0,0,973557
Djibouti,DJI,20-Apr-20,114,0,973557
Djibouti,DJI,21-Apr-20,0,0,973557
Djibouti,DJI,22-Apr-20,99,0,973557
Djibouti,DJI,23-Apr-20,29,0,973557
Djibouti,DJI,24-Apr-20,12,0,973557
Djibouti,DJI,25-Apr-20,13,0,973557
Djibouti,DJI,26-Apr-20,9,0,973557
Djibouti,DJI,27-Apr-20,15,0,973557
Djibouti,DJI,28-Apr-20,12,0,973557
Djibouti,DJI,29-Apr-20,37,0,973557
Djibouti,DJI,30-Apr-20,5,0,973557
Djibouti,DJI,01-May-20,12,0,973557
Djibouti,DJI,02-May-20,8,0,973557
Djibouti,DJI,03-May-20,15,0,973557
Djibouti,DJI,04-May-20,0,0,973557
Djibouti,DJI,05-May-20,4,0,973557
Djibouti,DJI,06-May-20,4,0,973557
Djibouti,DJI,07-May-20,0,1,973557
Djibouti,DJI,08-May-20,13,0,973557
Djibouti,DJI,09-May-20,2,0,973557
Djibouti,DJI,10-May-20,54,0,973557
Djibouti,DJI,11-May-20,21,0,973557
Djibouti,DJI,12-May-20,17,0,973557
Djibouti,DJI,13-May-20,29,0,973557
Djibouti,DJI,14-May-20,12,0,973557
Djibouti,DJI,15-May-20,16,0,973557
Djibouti,DJI,16-May-20,25,1,973557
Djibouti,DJI,17-May-20,22,0,973557
Djibouti,DJI,18-May-20,70,0,973557
Djibouti,DJI,19-May-20,117,3,973557
Djibouti,DJI,20-May-20,0,0,973557
Djibouti,DJI,21-May-20,310,2,973557
Djibouti,DJI,22-May-20,219,1,973557
Djibouti,DJI,23-May-20,223,0,973557
Djibouti,DJI,24-May-20,0,0,973557
Djibouti,DJI,25-May-20,0,0,973557
Djibouti,DJI,26-May-20,198,4,973557
Djibouti,DJI,27-May-20,0,0,973557
Djibouti,DJI,28-May-20,229,4,973557
Djibouti,DJI,29-May-20,217,2,973557
Djibouti,DJI,30-May-20,0,0,973557
Dominican Republic,DOM,02-Mar-20,1,0,10738957
Dominican Republic,DOM,07-Mar-20,1,0,10738957
Dominican Republic,DOM,10-Mar-20,3,0,10738957
Dominican Republic,DOM,14-Mar-20,6,0,10738957
Dominican Republic,DOM,15-Mar-20,0,0,10738957
Dominican Republic,DOM,16-Mar-20,0,0,10738957
Dominican Republic,DOM,17-Mar-20,0,0,10738957
Dominican Republic,DOM,18-Mar-20,0,0,10738957
Dominican Republic,DOM,19-Mar-20,10,0,10738957
Dominican Republic,DOM,20-Mar-20,0,0,10738957
Dominican Republic,DOM,21-Mar-20,13,2,10738957
Dominican Republic,DOM,22-Mar-20,78,1,10738957
Dominican Republic,DOM,23-Mar-20,90,0,10738957
Dominican Republic,DOM,24-Mar-20,43,0,10738957
Dominican Republic,DOM,25-Mar-20,67,3,10738957
Dominican Republic,DOM,26-Mar-20,80,4,10738957
Dominican Republic,DOM,27-Mar-20,96,0,10738957
Dominican Republic,DOM,28-Mar-20,93,10,10738957
Dominican Republic,DOM,29-Mar-20,138,8,10738957
Dominican Republic,DOM,30-Mar-20,140,11,10738957
Dominican Republic,DOM,31-Mar-20,42,3,10738957
Dominican Republic,DOM,01-Apr-20,208,9,10738957
Dominican Republic,DOM,02-Apr-20,175,6,10738957
Dominican Republic,DOM,03-Apr-20,96,3,10738957
Dominican Republic,DOM,04-Apr-20,108,8,10738957
Dominican Republic,DOM,05-Apr-20,90,9,10738957
Dominican Republic,DOM,06-Apr-20,167,5,10738957
Dominican Republic,DOM,07-Apr-20,83,4,10738957
Dominican Republic,DOM,08-Apr-20,128,12,10738957
Dominican Republic,DOM,09-Apr-20,155,10,10738957
Dominican Republic,DOM,10-Apr-20,238,10,10738957
Dominican Republic,DOM,11-Apr-20,271,8,10738957
Dominican Republic,DOM,12-Apr-20,139,9,10738957
Dominican Republic,DOM,13-Apr-20,208,38,10738957
Dominican Republic,DOM,14-Apr-20,200,4,10738957
Dominican Republic,DOM,15-Apr-20,119,6,10738957
Dominican Republic,DOM,16-Apr-20,328,6,10738957
Dominican Republic,DOM,17-Apr-20,141,7,10738957
Dominican Republic,DOM,18-Apr-20,371,4,10738957
Dominican Republic,DOM,19-Apr-20,209,17,10738957
Dominican Republic,DOM,20-Apr-20,345,9,10738957
Dominican Republic,DOM,21-Apr-20,284,9,10738957
Dominican Republic,DOM,22-Apr-20,80,10,10738957
Dominican Republic,DOM,23-Apr-20,256,15,10738957
Dominican Republic,DOM,24-Apr-20,243,5,10738957
Dominican Republic,DOM,25-Apr-20,206,2,10738957
Dominican Republic,DOM,26-Apr-20,177,6,10738957
Dominican Republic,DOM,27-Apr-20,209,5,10738957
Dominican Republic,DOM,28-Apr-20,0,0,10738957
Dominican Republic,DOM,29-Apr-20,281,8,10738957
Dominican Republic,DOM,30-Apr-20,236,7,10738957
Dominican Republic,DOM,01-May-20,320,8,10738957
Dominican Republic,DOM,02-May-20,316,12,10738957
Dominican Republic,DOM,03-May-20,290,13,10738957
Dominican Republic,DOM,04-May-20,376,7,10738957
Dominican Republic,DOM,05-May-20,281,13,10738957
Dominican Republic,DOM,06-May-20,245,8,10738957
Dominican Republic,DOM,07-May-20,327,8,10738957
Dominican Republic,DOM,08-May-20,288,11,10738957
Dominican Republic,DOM,09-May-20,281,7,10738957
Dominican Republic,DOM,10-May-20,506,5,10738957
Dominican Republic,DOM,11-May-20,465,3,10738957
Dominican Republic,DOM,12-May-20,287,5,10738957
Dominican Republic,DOM,13-May-20,266,9,10738957
Dominican Republic,DOM,14-May-20,296,7,10738957
Dominican Republic,DOM,15-May-20,124,13,10738957
Dominican Republic,DOM,16-May-20,419,2,10738957
Dominican Republic,DOM,17-May-20,154,0,10738957
Dominican Republic,DOM,18-May-20,421,4,10738957
Dominican Republic,DOM,19-May-20,411,6,10738957
Dominican Republic,DOM,20-May-20,498,7,10738957
Dominican Republic,DOM,21-May-20,254,5,10738957
Dominican Republic,DOM,22-May-20,180,2,10738957
Dominican Republic,DOM,23-May-20,332,8,10738957
Dominican Republic,DOM,24-May-20,433,2,10738957
Dominican Republic,DOM,25-May-20,0,0,10738957
Dominican Republic,DOM,26-May-20,651,2,10738957
Dominican Republic,DOM,27-May-20,191,8,10738957
Dominican Republic,DOM,28-May-20,459,6,10738957
Dominican Republic,DOM,29-May-20,345,11,10738957
Dominican Republic,DOM,30-May-20,463,3,10738957
Ecuador,ECU,01-Mar-20,1,0,17373657
Ecuador,ECU,02-Mar-20,5,0,17373657
Ecuador,ECU,03-Mar-20,1,0,17373657
Ecuador,ECU,05-Mar-20,3,0,17373657
Ecuador,ECU,06-Mar-20,3,0,17373657
Ecuador,ECU,09-Mar-20,1,0,17373657
Ecuador,ECU,10-Mar-20,1,0,17373657
Ecuador,ECU,11-Mar-20,2,0,17373657
Ecuador,ECU,14-Mar-20,6,1,17373657
Ecuador,ECU,15-Mar-20,5,1,17373657
Ecuador,ECU,16-Mar-20,9,0,17373657
Ecuador,ECU,17-Mar-20,21,0,17373657
Ecuador,ECU,18-Mar-20,53,0,17373657
Ecuador,ECU,19-Mar-20,57,1,17373657
Ecuador,ECU,20-Mar-20,31,0,17373657
Ecuador,ECU,21-Mar-20,227,4,17373657
Ecuador,ECU,22-Mar-20,106,0,17373657
Ecuador,ECU,23-Mar-20,257,7,17373657
Ecuador,ECU,24-Mar-20,192,4,17373657
Ecuador,ECU,25-Mar-20,101,9,17373657
Ecuador,ECU,26-Mar-20,129,2,17373657
Ecuador,ECU,27-Mar-20,192,5,17373657
Ecuador,ECU,28-Mar-20,224,7,17373657
Ecuador,ECU,29-Mar-20,208,7,17373657
Ecuador,ECU,30-Mar-20,55,10,17373657
Ecuador,ECU,31-Mar-20,76,4,17373657
Ecuador,ECU,01-Apr-20,336,17,17373657
Ecuador,ECU,02-Apr-20,456,41,17373657
Ecuador,ECU,03-Apr-20,405,0,17373657
Ecuador,ECU,04-Apr-20,205,25,17373657
Ecuador,ECU,05-Apr-20,97,27,17373657
Ecuador,ECU,06-Apr-20,181,8,17373657
Ecuador,ECU,07-Apr-20,101,11,17373657
Ecuador,ECU,08-Apr-20,248,29,17373657
Ecuador,ECU,09-Apr-20,455,22,17373657
Ecuador,ECU,10-Apr-20,515,30,17373657
Ecuador,ECU,11-Apr-20,2196,25,17373657
Ecuador,ECU,12-Apr-20,96,18,17373657
Ecuador,ECU,13-Apr-20,209,18,17373657
Ecuador,ECU,14-Apr-20,63,22,17373657
Ecuador,ECU,15-Apr-20,74,0,17373657
Ecuador,ECU,16-Apr-20,255,33,17373657
Ecuador,ECU,17-Apr-20,367,15,17373657
Ecuador,ECU,18-Apr-20,225,18,17373657
Ecuador,ECU,19-Apr-20,572,35,17373657
Ecuador,ECU,20-Apr-20,446,18,17373657
Ecuador,ECU,21-Apr-20,660,33,17373657
Ecuador,ECU,22-Apr-20,270,13,17373657
Ecuador,ECU,23-Apr-20,452,17,17373657
Ecuador,ECU,24-Apr-20,333,23,17373657
Ecuador,ECU,25-Apr-20,0,16,17373657
Ecuador,ECU,26-Apr-20,0,0,17373657
Ecuador,ECU,27-Apr-20,11536,0,17373657
Ecuador,ECU,28-Apr-20,521,87,17373657
Ecuador,ECU,29-Apr-20,1018,208,17373657
Ecuador,ECU,30-Apr-20,417,12,17373657
Ecuador,ECU,01-May-20,259,17,17373657
Ecuador,ECU,02-May-20,1402,163,17373657
Ecuador,ECU,03-May-20,1128,308,17373657
Ecuador,ECU,04-May-20,2074,193,17373657
Ecuador,ECU,05-May-20,2343,5,17373657
Ecuador,ECU,06-May-20,0,0,17373657
Ecuador,ECU,08-May-20,878,36,17373657
Ecuador,ECU,10-May-20,253,13,17373657
Ecuador,ECU,11-May-20,488,410,17373657
Ecuador,ECU,13-May-20,910,182,17373657
Ecuador,ECU,14-May-20,67,7,17373657
Ecuador,ECU,15-May-20,16,4,17373657
Ecuador,ECU,16-May-20,965,256,17373657
Ecuador,ECU,17-May-20,1296,94,17373657
Ecuador,ECU,18-May-20,419,48,17373657
Ecuador,ECU,19-May-20,400,63,17373657
Ecuador,ECU,20-May-20,569,40,17373657
Ecuador,ECU,21-May-20,703,49,17373657
Ecuador,ECU,22-May-20,452,51,17373657
Ecuador,ECU,23-May-20,522,117,17373657
Ecuador,ECU,24-May-20,430,40,17373657
Ecuador,ECU,25-May-20,498,12,17373657
Ecuador,ECU,26-May-20,599,95,17373657
Ecuador,ECU,27-May-20,0,0,17373657
Ecuador,ECU,28-May-20,748,72,17373657
Ecuador,ECU,29-May-20,368,38,17373657
Ecuador,ECU,30-May-20,100,21,17373657
Egypt,EGY,15-Feb-20,1,0,100388076
Egypt,EGY,16-Feb-20,0,0,100388076
Egypt,EGY,17-Feb-20,0,0,100388076
Egypt,EGY,18-Feb-20,0,0,100388076
Egypt,EGY,19-Feb-20,0,0,100388076
Egypt,EGY,20-Feb-20,0,0,100388076
Egypt,EGY,21-Feb-20,0,0,100388076
Egypt,EGY,22-Feb-20,0,0,100388076
Egypt,EGY,23-Feb-20,0,0,100388076
Egypt,EGY,24-Feb-20,0,0,100388076
Egypt,EGY,25-Feb-20,0,0,100388076
Egypt,EGY,26-Feb-20,0,0,100388076
Egypt,EGY,27-Feb-20,0,0,100388076
Egypt,EGY,28-Feb-20,0,0,100388076
Egypt,EGY,29-Feb-20,0,0,100388076
Egypt,EGY,01-Mar-20,0,0,100388076
Egypt,EGY,02-Mar-20,1,0,100388076
Egypt,EGY,06-Mar-20,1,0,100388076
Egypt,EGY,07-Mar-20,12,0,100388076
Egypt,EGY,09-Mar-20,34,1,100388076
Egypt,EGY,10-Mar-20,6,0,100388076
Egypt,EGY,11-Mar-20,4,0,100388076
Egypt,EGY,12-Mar-20,1,0,100388076
Egypt,EGY,13-Mar-20,20,1,100388076
Egypt,EGY,14-Mar-20,13,0,100388076
Egypt,EGY,15-Mar-20,0,0,100388076
Egypt,EGY,16-Mar-20,17,0,100388076
Egypt,EGY,17-Mar-20,16,0,100388076
Egypt,EGY,18-Mar-20,40,2,100388076
Egypt,EGY,19-Mar-20,30,2,100388076
Egypt,EGY,20-Mar-20,14,0,100388076
Egypt,EGY,21-Mar-20,46,1,100388076
Egypt,EGY,22-Mar-20,29,1,100388076
Egypt,EGY,23-Mar-20,9,2,100388076
Egypt,EGY,24-Mar-20,33,4,100388076
Egypt,EGY,25-Mar-20,39,5,100388076
Egypt,EGY,26-Mar-20,76,2,100388076
Egypt,EGY,27-Mar-20,14,0,100388076
Egypt,EGY,28-Mar-20,39,3,100388076
Egypt,EGY,29-Mar-20,41,6,100388076
Egypt,EGY,30-Mar-20,40,6,100388076
Egypt,EGY,31-Mar-20,33,4,100388076
Egypt,EGY,01-Apr-20,47,1,100388076
Egypt,EGY,02-Apr-20,54,5,100388076
Egypt,EGY,03-Apr-20,69,6,100388076
Egypt,EGY,04-Apr-20,0,0,100388076
Egypt,EGY,05-Apr-20,206,14,100388076
Egypt,EGY,06-Apr-20,85,5,100388076
Egypt,EGY,07-Apr-20,3,7,100388076
Egypt,EGY,08-Apr-20,249,7,100388076
Egypt,EGY,09-Apr-20,238,18,100388076
Egypt,EGY,10-Apr-20,139,15,100388076
Egypt,EGY,11-Apr-20,95,17,100388076
Egypt,EGY,12-Apr-20,145,11,100388076
Egypt,EGY,13-Apr-20,126,13,100388076
Egypt,EGY,14-Apr-20,125,5,100388076
Egypt,EGY,15-Apr-20,160,14,100388076
Egypt,EGY,16-Apr-20,155,5,100388076
Egypt,EGY,17-Apr-20,168,13,100388076
Egypt,EGY,18-Apr-20,171,9,100388076
Egypt,EGY,19-Apr-20,188,19,100388076
Egypt,EGY,20-Apr-20,112,15,100388076
Egypt,EGY,21-Apr-20,189,11,100388076
Egypt,EGY,22-Apr-20,157,14,100388076
Egypt,EGY,23-Apr-20,0,0,100388076
Egypt,EGY,24-Apr-20,169,12,100388076
Egypt,EGY,25-Apr-20,433,18,100388076
Egypt,EGY,26-Apr-20,227,13,100388076
Egypt,EGY,27-Apr-20,0,0,100388076
Egypt,EGY,28-Apr-20,463,30,100388076
Egypt,EGY,29-Apr-20,260,22,100388076
Egypt,EGY,30-Apr-20,226,21,100388076
Egypt,EGY,01-May-20,269,12,100388076
Egypt,EGY,02-May-20,358,14,100388076
Egypt,EGY,03-May-20,298,9,100388076
Egypt,EGY,04-May-20,272,14,100388076
Egypt,EGY,05-May-20,348,7,100388076
Egypt,EGY,06-May-20,388,16,100388076
Egypt,EGY,07-May-20,387,17,100388076
Egypt,EGY,08-May-20,393,13,100388076
Egypt,EGY,09-May-20,495,21,100388076
Egypt,EGY,10-May-20,488,11,100388076
Egypt,EGY,11-May-20,436,11,100388076
Egypt,EGY,12-May-20,346,8,100388076
Egypt,EGY,13-May-20,347,11,100388076
Egypt,EGY,14-May-20,338,12,100388076
Egypt,EGY,15-May-20,398,15,100388076
Egypt,EGY,16-May-20,399,21,100388076
Egypt,EGY,17-May-20,491,20,100388076
Egypt,EGY,18-May-20,510,18,100388076
Egypt,EGY,19-May-20,535,15,100388076
Egypt,EGY,20-May-20,720,14,100388076
Egypt,EGY,21-May-20,745,21,100388076
Egypt,EGY,22-May-20,774,16,100388076
Egypt,EGY,23-May-20,783,11,100388076
Egypt,EGY,24-May-20,827,28,100388076
Egypt,EGY,25-May-20,652,29,100388076
Egypt,EGY,26-May-20,702,19,100388076
Egypt,EGY,27-May-20,789,14,100388076
Egypt,EGY,28-May-20,910,19,100388076
Egypt,EGY,29-May-20,1127,29,100388076
Egypt,EGY,30-May-20,1289,34,100388076
El Salvador,SLV,19-Mar-20,1,0,6453550
El Salvador,SLV,20-Mar-20,0,0,6453550
El Salvador,SLV,21-Mar-20,2,0,6453550
El Salvador,SLV,22-Mar-20,0,0,6453550
El Salvador,SLV,23-Mar-20,0,0,6453550
El Salvador,SLV,24-Mar-20,2,0,6453550
El Salvador,SLV,25-Mar-20,4,0,6453550
El Salvador,SLV,26-Mar-20,4,0,6453550
El Salvador,SLV,27-Mar-20,0,0,6453550
El Salvador,SLV,28-Mar-20,0,0,6453550
El Salvador,SLV,29-Mar-20,6,0,6453550
El Salvador,SLV,30-Mar-20,11,0,6453550
El Salvador,SLV,31-Mar-20,2,0,6453550
El Salvador,SLV,01-Apr-20,0,1,6453550
El Salvador,SLV,02-Apr-20,9,1,6453550
El Salvador,SLV,03-Apr-20,5,0,6453550
El Salvador,SLV,04-Apr-20,10,1,6453550
El Salvador,SLV,05-Apr-20,6,0,6453550
El Salvador,SLV,06-Apr-20,7,0,6453550
El Salvador,SLV,07-Apr-20,9,1,6453550
El Salvador,SLV,08-Apr-20,0,0,6453550
El Salvador,SLV,09-Apr-20,25,1,6453550
El Salvador,SLV,10-Apr-20,14,1,6453550
El Salvador,SLV,11-Apr-20,1,0,6453550
El Salvador,SLV,12-Apr-20,0,0,6453550
El Salvador,SLV,13-Apr-20,7,0,6453550
El Salvador,SLV,14-Apr-20,24,0,6453550
El Salvador,SLV,15-Apr-20,10,0,6453550
El Salvador,SLV,16-Apr-20,0,0,6453550
El Salvador,SLV,17-Apr-20,5,0,6453550
El Salvador,SLV,18-Apr-20,13,1,6453550
El Salvador,SLV,19-Apr-20,13,0,6453550
El Salvador,SLV,20-Apr-20,11,0,6453550
El Salvador,SLV,21-Apr-20,17,0,6453550
El Salvador,SLV,22-Apr-20,7,0,6453550
El Salvador,SLV,23-Apr-20,12,1,6453550
El Salvador,SLV,24-Apr-20,13,0,6453550
El Salvador,SLV,25-Apr-20,11,0,6453550
El Salvador,SLV,26-Apr-20,37,0,6453550
El Salvador,SLV,27-Apr-20,0,0,6453550
El Salvador,SLV,28-Apr-20,25,0,6453550
El Salvador,SLV,29-Apr-20,22,1,6453550
El Salvador,SLV,30-Apr-20,32,0,6453550
El Salvador,SLV,01-May-20,47,1,6453550
El Salvador,SLV,02-May-20,22,0,6453550
El Salvador,SLV,03-May-20,0,1,6453550
El Salvador,SLV,04-May-20,109,1,6453550
El Salvador,SLV,05-May-20,32,1,6453550
El Salvador,SLV,06-May-20,0,1,6453550
El Salvador,SLV,07-May-20,108,1,6453550
El Salvador,SLV,08-May-20,0,0,6453550
El Salvador,SLV,09-May-20,89,1,6453550
El Salvador,SLV,10-May-20,105,1,6453550
El Salvador,SLV,11-May-20,69,0,6453550
El Salvador,SLV,12-May-20,40,1,6453550
El Salvador,SLV,13-May-20,39,2,6453550
El Salvador,SLV,14-May-20,75,0,6453550
El Salvador,SLV,15-May-20,98,3,6453550
El Salvador,SLV,16-May-20,55,2,6453550
El Salvador,SLV,17-May-20,0,1,6453550
El Salvador,SLV,18-May-20,73,4,6453550
El Salvador,SLV,19-May-20,75,0,6453550
El Salvador,SLV,20-May-20,85,1,6453550
El Salvador,SLV,21-May-20,73,1,6453550
El Salvador,SLV,22-May-20,69,1,6453550
El Salvador,SLV,23-May-20,85,0,6453550
El Salvador,SLV,24-May-20,94,2,6453550
El Salvador,SLV,25-May-20,96,0,6453550
El Salvador,SLV,26-May-20,68,1,6453550
El Salvador,SLV,27-May-20,59,0,6453550
El Salvador,SLV,28-May-20,67,3,6453550
El Salvador,SLV,29-May-20,85,0,6453550
El Salvador,SLV,30-May-20,84,4,6453550
Eritrea,ERI,22-Mar-20,1,0,3497117
Eritrea,ERI,23-Mar-20,0,0,3497117
Eritrea,ERI,24-Mar-20,0,0,3497117
Eritrea,ERI,25-Mar-20,0,0,3497117
Eritrea,ERI,26-Mar-20,3,0,3497117
Eritrea,ERI,27-Mar-20,2,0,3497117
Eritrea,ERI,28-Mar-20,0,0,3497117
Eritrea,ERI,29-Mar-20,0,0,3497117
Eritrea,ERI,30-Mar-20,6,0,3497117
Eritrea,ERI,31-Mar-20,0,0,3497117
Eritrea,ERI,01-Apr-20,3,0,3497117
Eritrea,ERI,02-Apr-20,3,0,3497117
Eritrea,ERI,03-Apr-20,4,0,3497117
Eritrea,ERI,04-Apr-20,0,0,3497117
Eritrea,ERI,05-Apr-20,7,0,3497117
Eritrea,ERI,06-Apr-20,0,0,3497117
Eritrea,ERI,07-Apr-20,2,0,3497117
Eritrea,ERI,08-Apr-20,0,0,3497117
Eritrea,ERI,09-Apr-20,2,0,3497117
Eritrea,ERI,10-Apr-20,0,0,3497117
Eritrea,ERI,11-Apr-20,1,0,3497117
Eritrea,ERI,12-Apr-20,0,0,3497117
Eritrea,ERI,13-Apr-20,0,0,3497117
Eritrea,ERI,14-Apr-20,0,0,3497117
Eritrea,ERI,15-Apr-20,1,0,3497117
Eritrea,ERI,16-Apr-20,0,0,3497117
Eritrea,ERI,17-Apr-20,0,0,3497117
Eritrea,ERI,18-Apr-20,0,0,3497117
Eritrea,ERI,19-Apr-20,0,0,3497117
Eritrea,ERI,20-Apr-20,4,0,3497117
Eritrea,ERI,21-Apr-20,0,0,3497117
Eritrea,ERI,22-Apr-20,0,0,3497117
Eritrea,ERI,23-Apr-20,0,0,3497117
Eritrea,ERI,24-Apr-20,0,0,3497117
Eritrea,ERI,25-Apr-20,0,0,3497117
Eritrea,ERI,26-Apr-20,0,0,3497117
Eritrea,ERI,27-Apr-20,0,0,3497117
Eritrea,ERI,28-Apr-20,0,0,3497117
Eritrea,ERI,29-Apr-20,0,0,3497117
Eritrea,ERI,30-Apr-20,0,0,3497117
Eritrea,ERI,01-May-20,0,0,3497117
Eritrea,ERI,02-May-20,0,0,3497117
Eritrea,ERI,03-May-20,0,0,3497117
Eritrea,ERI,04-May-20,0,0,3497117
Eritrea,ERI,05-May-20,0,0,3497117
Eritrea,ERI,06-May-20,0,0,3497117
Eritrea,ERI,07-May-20,0,0,3497117
Eritrea,ERI,08-May-20,0,0,3497117
Eritrea,ERI,09-May-20,0,0,3497117
Eritrea,ERI,10-May-20,0,0,3497117
Eritrea,ERI,11-May-20,0,0,3497117
Eritrea,ERI,12-May-20,0,0,3497117
Eritrea,ERI,13-May-20,0,0,3497117
Eritrea,ERI,14-May-20,0,0,3497117
Eritrea,ERI,15-May-20,0,0,3497117
Eritrea,ERI,16-May-20,0,0,3497117
Eritrea,ERI,17-May-20,0,0,3497117
Eritrea,ERI,18-May-20,0,0,3497117
Eritrea,ERI,19-May-20,0,0,3497117
Eritrea,ERI,20-May-20,0,0,3497117
Eritrea,ERI,21-May-20,0,0,3497117
Eritrea,ERI,22-May-20,0,0,3497117
Eritrea,ERI,23-May-20,0,0,3497117
Eritrea,ERI,24-May-20,0,0,3497117
Eritrea,ERI,25-May-20,0,0,3497117
Eritrea,ERI,26-May-20,0,0,3497117
Eritrea,ERI,27-May-20,0,0,3497117
Eritrea,ERI,28-May-20,0,0,3497117
Eritrea,ERI,29-May-20,0,0,3497117
Eritrea,ERI,30-May-20,0,0,3497117
Estonia,EST,28-Feb-20,1,0,1324820
Estonia,EST,29-Feb-20,0,0,1324820
Estonia,EST,01-Mar-20,0,0,1324820
Estonia,EST,02-Mar-20,0,0,1324820
Estonia,EST,04-Mar-20,1,0,1324820
Estonia,EST,06-Mar-20,3,0,1324820
Estonia,EST,07-Mar-20,5,0,1324820
Estonia,EST,11-Mar-20,3,0,1324820
Estonia,EST,12-Mar-20,3,0,1324820
Estonia,EST,13-Mar-20,11,0,1324820
Estonia,EST,14-Mar-20,52,0,1324820
Estonia,EST,15-Mar-20,36,0,1324820
Estonia,EST,16-Mar-20,56,0,1324820
Estonia,EST,17-Mar-20,34,0,1324820
Estonia,EST,18-Mar-20,20,0,1324820
Estonia,EST,19-Mar-20,33,0,1324820
Estonia,EST,20-Mar-20,9,0,1324820
Estonia,EST,21-Mar-20,16,0,1324820
Estonia,EST,22-Mar-20,23,0,1324820
Estonia,EST,23-Mar-20,20,0,1324820
Estonia,EST,24-Mar-20,26,0,1324820
Estonia,EST,25-Mar-20,17,0,1324820
Estonia,EST,26-Mar-20,35,1,1324820
Estonia,EST,27-Mar-20,134,0,1324820
Estonia,EST,28-Mar-20,37,0,1324820
Estonia,EST,29-Mar-20,65,0,1324820
Estonia,EST,30-Mar-20,39,2,1324820
Estonia,EST,31-Mar-20,36,0,1324820
Estonia,EST,01-Apr-20,30,1,1324820
Estonia,EST,02-Apr-20,34,1,1324820
Estonia,EST,03-Apr-20,79,6,1324820
Estonia,EST,04-Apr-20,103,1,1324820
Estonia,EST,05-Apr-20,57,1,1324820
Estonia,EST,06-Apr-20,79,2,1324820
Estonia,EST,07-Apr-20,11,4,1324820
Estonia,EST,08-Apr-20,41,2,1324820
Estonia,EST,09-Apr-20,36,3,1324820
Estonia,EST,10-Apr-20,22,0,1324820
Estonia,EST,11-Apr-20,51,0,1324820
Estonia,EST,12-Apr-20,46,0,1324820
Estonia,EST,13-Apr-20,5,1,1324820
Estonia,EST,14-Apr-20,23,3,1324820
Estonia,EST,15-Apr-20,41,3,1324820
Estonia,EST,16-Apr-20,29,4,1324820
Estonia,EST,17-Apr-20,32,1,1324820
Estonia,EST,18-Apr-20,25,2,1324820
Estonia,EST,19-Apr-20,53,0,1324820
Estonia,EST,20-Apr-20,16,2,1324820
Estonia,EST,21-Apr-20,7,0,1324820
Estonia,EST,22-Apr-20,17,3,1324820
